15,216,2.037559
15,367,2.0499203
15,556,3.4513946
15,1047,2.5201106
15,1131,3.7081974
15,1147,3.761253
15,1189,3.561869
15,1201,3.13192
15,1209,3.8596108
15,1254,3.5771575
15,1284,3.3219025
15,1361,3.1145055
15,1479,1.6170645
15,1753,3.0596812
15,1955,3.1214545
15,2020,3.3800716
15,2064,3.780651
15,2313,3.1481638
15,2528,2.938392
15,2915,2.1453855
15,2990,2.4720678
15,2993,3.1105785
15,3007,3.7119877
15,3107,2.6040835
15,3168,3.4127498
15,3256,3.304903
15,3265,3.49044
15,3275,3.4696014
15,3633,2.839926
15,3635,2.5310354
15,3638,2.131105
15,3639,3.0654545
15,3984,2.9247124
15,4005,2.6270747
15,4085,3.754692
15,4149,1.903093
15,4247,2.1666932
15,4299,2.7278676
15,4322,2.6149466
15,4351,2.0936997
15,4489,3.033938
15,4719,3.2324934
15,4974,1.9853151
15,5120,3.262307
15,5298,3.2352686
15,5339,2.1242592
15,5391,3.5300033
15,5903,3.6081579
15,6934,2.3571007
15,6947,2.8218942
15,6989,2.9150138
15,7003,3.2166903
15,7004,2.0057511
15,7123,3.6162019
15,7484,3.8103166
15,7569,2.292848
15,7573,2.06739
15,7698,3.5897827
15,7792,3.098908
15,8581,2.8514433
15,8641,2.4151473
15,8807,2.4829793
15,8950,3.521416
15,8972,2.2554407
15,8974,1.8523513
15,27478,2.9107885
15,27821,3.0777555
15,27904,3.3252304
15,31685,2.0313025
15,33154,3.083714
15,34048,1.9680002
15,34072,3.4134827
15,34319,2.2819483
15,34334,1.9459941
15,34405,3.5825946
15,38886,2.0227413
15,42718,2.8935492
15,44761,2.981835
15,45186,2.053184
15,45499,3.1397052
15,45666,2.02551
15,46530,2.7681386
15,46578,3.8160844
15,46723,3.8620226
15,46972,2.2326353
15,48082,3.1804466
15,48394,3.3002722
15,49278,3.2511122
15,51662,3.1064806
15,52245,2.630558
15,52328,1.9355716
15,52722,2.2233725
15,52973,2.016579
15,53894,2.5754108
15,53972,2.9713278
15,54503,3.2916377
15,54881,3.329212
15,55269,2.1199234
15,55765,3.3103225
15,55820,3.8009725
15,56367,3.803518
15,57669,3.4937449
15,58025,1.7415562
15,58295,2.9219346
15,59369,3.4875333
15,59615,1.7045624
15,59784,3.1480377
15,59900,1.4216121
15,60072,2.1841178
15,60126,1.9529574
15,61024,3.7990375
15,61394,3.0575933
15,62374,3.30879
15,63082,3.8347511
15,63131,3.06283
15,63859,2.2574968
15,65642,2.926429
15,66934,3.1722438
15,67734,1.5839654
15,67997,3.3948874
15,68157,3.7196937
15,68237,3.267533
15,68319,2.3205543
15,68791,2.686759
15,68793,2.237701
15,68954,3.878259
15,69122,3.8407533
15,69306,1.9347459
15,69406,3.712011
15,69481,3.7152505
15,72011,2.8838825
15,72226,3.3953612
15,72378,2.0999205
15,73344,3.3929765
15,74458,3.3030875
15,74795,2.8146036
15,76293,3.4744687
15,77455,3.921147
15,77561,2.7546682
15,78499,3.7535036
15,79057,2.7605972
15,79132,3.807647
15,79695,2.8384156
15,79702,3.7562551
15,80463,3.573337
15,80489,3.4179142
15,81591,3.4626503
15,81845,2.5191493
15,82461,3.289764
68,8636,3.5570898
68,31658,3.846938
73,1,3.595693
73,6,3.6627748
73,25,3.6377861
73,32,3.7059343
73,36,3.6774192
73,63,2.406493
73,101,3.6470308
73,112,2.9691594
73,216,2.4928746
73,247,3.6140902
73,256,2.2273173
73,267,1.9050494
73,293,3.764844
73,322,3.461637
73,364,3.2429712
73,428,3.4881356
73,435,2.1378307
73,442,1.9843767
73,466,2.3229814
73,471,3.5336409
73,553,2.7807837
73,588,3.3461351
73,595,3.631813
73,628,3.7213466
73,785,3.0410933
73,799,2.92176
73,919,3.6912947
73,1022,3.495343
73,1027,2.41737
73,1200,3.615084
73,1201,3.5339146
73,1213,3.6526425
73,1214,3.7104135
73,1218,3.5810218
73,1255,2.8689833
73,1257,3.5251129
73,1266,3.5770073
73,1274,3.4302914
73,1285,3.5258741
73,1291,3.5170772
73,1342,2.8367305
73,1374,3.3732004
73,1394,3.6829767
73,1396,3.2287767
73,1485,2.9235182
73,1500,3.5897503
73,1566,2.9486878
73,1573,3.0013578
73,1639,3.048761
73,1748,3.4867206
73,1784,3.6371381
73,1785,3.5265338
73,1912,3.6256063
73,1916,3.1252596
73,1967,2.3573241
73,1968,3.7786984
73,2005,3.3348222
73,2033,2.594521
73,2058,2.9115758
73,2060,2.4148283
73,2080,3.5703728
73,2081,3.2821772
73,2115,3.4856324
73,2138,3.6776087
73,2139,2.8489692
73,2143,2.8717775
73,2144,3.6390839
73,2195,1.7510674
73,2231,3.5649228
73,2252,3.0552144
73,2273,3.333285
73,2378,2.338697
73,2395,3.5318332
73,2427,2.8606222
73,2459,3.233853
73,2467,3.8395722
73,2580,3.483318
73,2606,2.561172
73,2692,3.9382548
73,2707,3.3903327
73,2724,2.3854733
73,2734,2.2423077
73,2841,3.4537122
73,2860,2.8015058
73,2867,2.7365794
73,2879,3.6122599
73,2916,3.2358463
73,2918,3.816797
73,2947,3.6621964
73,2948,3.463774
73,2959,3.9107382
73,2985,3.4988995
73,3006,3.689623
73,3020,2.9891179
73,3034,3.3038445
73,3036,3.5210521
73,3070,3.680078
73,3104,3.84854
73,3174,2.928142
73,3253,2.9024863
73,3265,3.6239116
73,3300,2.9654741
73,3328,3.4678676
73,3363,3.8970907
73,3481,3.7221775
73,3499,3.736566
73,3552,3.598685
73,3717,1.9975843
73,3735,3.5823293
73,3761,3.5694432
73,3948,3.2077956
73,3950,3.1351626
73,3955,3.0990915
73,3986,2.2488432
73,4027,3.6985135
73,4306,3.5150306
73,4369,2.8498783
73,4438,3.7691145
73,4488,2.6635752
73,4519,3.306813
73,4619,3.5822687
73,4720,3.1845849
73,4855,3.3687162
73,4865,3.3422225
73,4896,3.1036365
73,4915,2.2085853
73,4993,4.0389605
73,5010,3.43689
73,5014,2.7274697
73,5139,3.140367
73,5218,3.1957257
73,5329,3.2933855
73,5349,3.3770857
73,5401,2.3622284
73,5464,3.1348612
73,5541,3.221372
73,5618,3.9166605
73,5673,3.0314488
73,5690,3.883328
73,5816,3.3293295
73,5902,3.6915715
73,5952,3.8303595
73,5954,3.3519068
73,6156,2.2920887
73,6287,1.9688501
73,6323,3.1404827
